ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,POBMAS,POBFEM,P_0A2,P_18YMAS,P_3A5,P_6A11,P_8A14,P_15A17,P_12A14,REL_H_M,PROM_HNV,PNACENT,PNACOE,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,TOTHOG,POBHOG,T_VIVHAB
09,Distrito Federal,010,Álvaro Obregón,0000,TOTAL DEL MUNICIPIO,0000,000,727034,346041,380993,29724,518748,33098,67801,78416,35425,33032,90.83,1.87,582890,124238,217455,297099,68752,194919,716895,197926
09,Distrito Federal,010,Álvaro Obregón,0001,Total de la localidad urbana,0000,000,726664,345858,380806,29704,518498,33081,67762,78375,35406,33013,90.82,1.87,582613,124153,217352,296935,68731,194831,716531,197836
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,0012,000,1775,803,972,45,1416,46,121,152,63,63,82.61,1.68,1511,223,642,633,258,529,1748,537
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,001,21,10,11,0,19,0,*,*,0,0,90.91,1.11,15,6,7,10,*,4,21,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,002,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,003,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,004,52,22,30,*,50,0,0,*,0,*,73.33,1.48,51,*,27,14,10,11,52,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,005,10,5,5,0,8,*,*,*,0,0,100,2.40,10,0,*,6,*,3,10,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,006,89,45,44,5,68,*,4,7,3,5,102.27,1.81,71,13,29,32,15,26,86,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,007,62,20,42,0,50,*,6,3,5,0,47.62,1.81,51,11,20,16,19,17,62,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,008,26,13,13,0,20,*,3,3,*,*,100,2.17,24,*,6,12,4,9,26,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,009,28,10,18,0,25,0,0,0,3,0,55.56,1.33,23,5,12,10,6,9,28,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,010,64,36,28,*,53,0,3,7,*,5,128.57,1.44,47,13,30,16,10,20,64,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,011,101,41,60,4,80,*,7,11,4,4,68.33,1.46,85,14,43,22,21,35,101,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,012,115,52,63,0,94,3,3,5,3,3,82.54,1.30,93,12,44,36,19,27,106,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,013,53,26,27,*,42,*,5,6,*,*,96.30,1.62,48,4,21,16,8,16,53,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,014,129,61,68,4,99,*,12,16,7,5,89.71,1.89,116,13,50,45,16,36,129,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,015,69,33,36,3,57,*,7,6,*,0,91.67,1.90,54,12,28,27,*,25,69,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,016,125,54,71,*,101,6,12,11,3,*,76.06,1.49,108,17,44,49,12,31,119,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,017,66,30,36,3,53,4,3,*,*,*,83.33,1.39,57,9,23,25,8,19,66,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,018,139,72,67,*,108,4,8,12,5,6,107.46,2.26,119,14,46,49,24,44,133,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,019,94,43,51,*,78,4,5,7,*,4,84.31,2.13,82,12,30,38,16,28,94,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,020,157,72,85,10,115,4,15,18,4,9,84.71,1.87,134,20,50,61,17,45,157,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,021,179,76,103,3,142,4,11,20,7,12,73.79,1.63,151,25,69,68,23,60,179,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,022,98,47,51,3,79,4,6,6,4,*,92.16,1.71,88,10,31,39,15,33,98,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0012,023,89,33,56,*,69,*,7,8,3,3,58.93,1.21,78,7,26,40,9,28,86,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,0027,000,2565,1148,1417,74,2006,75,179,210,96,90,81.02,1.68,2084,314,850,913,356,800,2506,816
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,001,114,48,66,3,87,*,4,9,8,7,72.73,1.72,96,13,42,45,14,35,111,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,002,120,58,62,4,95,5,6,7,4,3,93.55,1.48,99,17,37,50,15,40,117,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,007,235,115,120,5,196,8,11,14,9,6,95.83,1.59,165,37,76,73,35,83,235,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,010,44,16,28,*,35,*,4,4,*,*,57.14,2.04,35,5,19,13,6,14,44,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,011,159,76,83,6,125,4,12,16,5,7,91.57,1.78,147,5,45,66,18,49,159,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,012,166,75,91,3,132,0,16,19,6,9,82.42,1.64,129,26,61,59,17,48,166,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,013,122,55,67,4,96,*,10,8,8,3,82.09,1.23,91,31,53,38,15,35,122,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,014,90,38,52,0,62,9,10,8,5,*,73.08,2.07,77,10,32,24,12,18,73,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,016,80,36,44,6,47,4,6,5,4,*,81.82,2.82,40,4,10,16,10,17,68,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,017,118,60,58,7,88,6,9,9,4,4,103.45,2.27,110,8,35,46,15,35,118,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,019,9,4,5,0,8,0,0,0,*,0,80,1.80,6,*,3,4,*,3,9,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,020,14,8,6,0,13,0,*,0,0,0,133.33,2.20,9,5,5,6,*,5,14,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,021,32,14,18,0,25,0,*,*,*,0,77.78,1.56,26,3,12,8,7,12,29,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,022,30,12,18,*,27,*,*,*,0,0,66.67,1.47,25,3,9,12,6,12,30,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,023,39,17,22,*,34,0,*,4,0,*,77.27,1.80,28,8,9,22,5,15,39,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,024,10,5,5,0,8,0,*,*,*,0,100,2,*,8,4,4,*,3,10,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,025,19,4,15,0,10,0,4,3,*,*,26.67,2.33,15,0,3,6,3,4,16,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,026,42,21,21,*,31,*,4,4,3,*,100,2.10,38,4,14,17,5,14,42,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,027,36,13,23,0,31,0,3,4,*,*,56.52,1.57,31,*,10,13,10,15,36,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,028,51,22,29,*,34,*,7,12,3,5,75.86,1.39,44,4,19,16,7,16,51,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,029,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,030,13,3,10,*,12,0,0,0,0,0,30,0.50,6,6,8,*,*,5,13,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,031,45,21,24,3,39,0,*,*,*,0,87.50,1.14,35,8,20,15,5,14,45,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,032,42,11,31,0,31,0,4,6,3,4,35.48,1.29,37,*,16,12,10,16,42,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,033,32,21,11,4,21,*,*,*,*,*,190.91,1.86,22,5,6,15,*,9,29,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,034,14,7,7,0,14,0,0,0,0,0,100,1.86,14,0,4,6,4,6,14,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,035,170,68,102,7,146,5,6,7,3,3,66.67,1.65,145,20,56,63,28,63,170,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,036,43,18,25,0,32,3,*,5,3,4,72,1.04,33,10,18,16,5,13,43,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,038,23,10,13,*,17,*,4,3,0,0,76.92,1.55,22,*,8,4,5,6,23,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,039,50,22,28,*,37,3,*,6,*,5,78.57,1.63,36,8,21,14,9,15,50,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,040,40,21,19,0,33,*,3,4,*,*,110.53,1.44,35,4,10,20,5,13,40,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,041,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,042,9,5,4,0,9,0,0,0,0,0,125,2,6,3,3,5,*,4,9,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,043,29,13,16,0,25,0,3,*,*,0,81.25,2,27,*,11,10,5,7,29,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,044,20,9,11,0,14,*,*,3,*,*,81.82,1.22,14,6,5,10,*,7,20,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,046,90,40,50,*,74,3,6,5,5,*,80,1.40,83,6,29,41,9,27,90,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,047,367,160,207,12,274,12,32,37,8,14,77.29,1.77,319,30,123,127,43,102,352,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,048,38,19,19,*,34,*,0,0,*,0,100,2.35,30,6,11,11,13,16,38,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0027,049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,0031,000,3604,1736,1868,143,2641,135,306,349,172,149,92.93,1.83,2950,493,1214,1349,335,969,3536,989
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,001,106,57,49,*,73,10,7,9,10,4,116.33,2.03,78,16,28,43,8,26,106,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,002,100,47,53,*,71,*,10,16,5,7,88.68,2.18,85,11,41,32,8,24,86,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,003,175,93,82,9,131,10,12,14,6,7,113.41,1.93,150,24,50,78,16,47,175,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,004,258,112,146,7,193,15,21,24,9,7,76.71,1.28,189,55,93,85,29,82,252,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,005,303,157,146,11,218,10,32,33,10,13,107.53,2.70,242,27,88,102,32,74,294,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,006,63,26,37,4,49,*,3,6,*,4,70.27,1.38,54,9,25,25,5,17,63,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,007,65,27,38,*,54,0,3,4,*,*,71.05,1.29,55,7,28,22,7,26,62,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,008,107,45,62,6,78,3,12,9,*,*,72.58,1.90,81,19,32,33,15,33,101,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,010,85,42,43,*,67,3,7,5,*,*,97.67,1.89,72,8,35,29,6,27,82,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,011,71,34,37,4,43,4,7,9,7,6,91.89,2.03,62,9,24,28,4,16,71,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,012,410,188,222,14,317,10,34,33,23,12,84.68,1.69,332,62,146,160,35,115,410,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,013,478,243,235,18,353,19,39,49,23,23,103.40,1.83,397,70,159,185,47,124,475,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,014,160,71,89,4,116,4,16,17,9,8,79.78,1.80,125,25,55,53,19,42,157,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,015,58,25,33,0,46,*,*,6,*,4,75.76,1.33,51,4,26,17,8,16,55,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,016,126,62,64,4,89,6,10,5,5,3,96.88,1.67,84,28,43,43,8,33,117,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,019,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,020,473,238,235,23,347,13,41,51,26,20,101.28,1.91,414,56,157,198,38,120,470,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,022,39,15,24,0,33,0,3,4,*,*,62.50,1.39,32,7,20,9,7,12,39,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,025,103,51,52,3,75,*,7,10,5,7,98.08,1.65,81,10,40,32,10,25,100,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,026,81,36,45,6,54,4,8,6,3,3,80,2.08,70,8,24,31,5,21,78,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,027,75,37,38,5,51,3,5,8,5,6,97.37,2.13,62,10,27,28,7,20,75,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0031,028,262,128,134,17,177,14,27,31,16,11,95.52,1.92,230,28,72,112,20,67,262,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,0046,000,5634,2724,2910,242,3940,261,590,668,281,280,93.61,2.09,4675,753,1713,2130,526,1442,5566,1454
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,001,616,305,311,35,388,33,77,84,43,37,98.07,2.39,483,123,174,240,52,160,613,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,003,64,45,19,*,46,*,3,7,6,6,236.84,2.09,24,8,12,12,*,7,32,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,004,30,12,18,*,23,*,*,*,*,*,66.67,1.94,27,3,9,16,*,9,30,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,009,264,133,131,11,199,9,24,26,9,12,101.53,1.75,251,13,94,111,15,72,264,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,010,208,99,109,15,145,9,21,20,8,10,90.83,1.88,184,17,58,78,25,56,208,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,012,217,100,117,3,157,9,23,28,14,11,85.47,1.92,178,28,86,62,24,53,217,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,013,265,133,132,9,199,13,20,29,9,15,100.76,1.95,195,62,81,104,30,74,265,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,014,207,95,112,8,147,9,16,24,14,13,84.82,1.99,141,65,64,80,30,55,207,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,015,70,35,35,3,43,3,10,9,0,*,100,2,48,13,16,22,7,14,61,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,016,98,49,49,7,59,*,17,13,10,4,100,2.13,79,17,21,43,7,22,98,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,017,92,44,48,3,69,*,12,11,3,3,91.67,2.27,76,13,23,38,12,22,92,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,018,94,49,45,3,67,4,9,11,8,3,108.89,2.26,60,21,23,37,7,23,94,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,019,73,36,37,5,51,3,8,9,*,4,97.30,1.97,49,16,18,27,6,18,73,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,020,18,7,11,0,9,*,5,4,*,*,63.64,1.29,18,0,5,6,*,4,18,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,023,15,6,9,0,14,*,0,0,0,0,66.67,1.63,13,*,6,4,3,4,15,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,024,77,31,46,4,51,4,13,15,0,5,67.39,1.85,69,8,11,38,7,20,77,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,026,172,103,69,8,121,14,17,14,7,5,149.28,2.27,104,51,49,61,7,47,172,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,027,151,81,70,13,86,13,17,23,10,11,115.71,1.85,121,25,37,61,5,39,151,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,029,353,180,173,14,265,16,30,31,16,12,104.05,2.11,304,43,121,135,36,86,353,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,030,283,129,154,13,194,10,35,43,12,16,83.77,2.22,255,25,94,100,28,78,280,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,031,640,290,350,25,480,19,50,63,33,30,82.86,2.07,527,91,204,243,84,178,637,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,035,337,144,193,8,254,14,35,38,13,12,74.61,1.85,308,18,108,131,33,85,337,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,036,146,83,63,5,98,9,20,19,7,7,131.75,2.23,119,25,50,49,13,40,146,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,038,104,49,55,4,67,4,13,17,7,6,89.09,1.89,97,*,33,42,4,26,101,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,039,282,123,159,7,189,14,31,40,15,19,77.36,2.36,241,28,95,96,24,71,276,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0046,040,758,363,395,35,519,45,83,88,31,35,91.90,2.21,704,37,221,294,63,179,749,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,0050,000,3894,1850,2044,149,2809,177,354,427,174,192,90.51,2.09,3114,728,1237,1499,430,1052,3858,1064
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,001,325,161,164,22,211,12,38,37,23,13,98.17,2.09,227,91,83,129,35,82,319,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,002,35,20,15,*,29,*,*,3,0,*,133.33,2.50,5,30,8,18,4,13,35,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,003,272,123,149,18,191,10,26,38,9,18,82.55,2.42,209,63,77,117,24,77,272,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,004,206,96,110,5,155,9,18,21,10,9,87.27,2.30,169,37,66,89,19,54,206,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,005,391,185,206,17,283,19,37,44,16,19,89.81,2.01,328,63,130,145,43,95,391,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,006,109,58,51,*,74,8,13,13,3,6,113.73,2.27,67,39,38,33,12,28,106,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,007,256,129,127,3,184,11,21,34,15,16,101.57,2.13,156,94,97,97,20,70,250,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,010,158,77,81,5,122,7,17,15,*,5,95.06,3.37,129,26,33,57,37,45,158,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,011,170,81,89,4,115,10,19,20,7,9,91.01,1.47,146,18,56,62,13,43,164,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,012,256,122,134,10,184,14,26,32,8,13,91.04,2.54,223,31,85,83,37,69,256,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,014,199,104,95,13,136,18,13,16,9,7,109.47,2.01,151,44,50,86,15,44,196,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,015,142,61,81,*,105,5,14,16,9,6,75.31,1.58,129,13,52,60,8,44,142,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,016,290,132,158,13,220,13,14,23,16,13,83.54,1.93,252,33,121,97,29,78,290,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,017,417,194,223,10,292,20,47,57,16,29,87,1.92,347,65,123,167,44,123,414,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,018,195,93,102,10,146,7,16,17,5,8,91.18,1.89,169,23,59,73,27,55,192,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,019,85,40,45,*,75,*,3,3,3,*,88.89,1.75,80,5,35,35,9,23,85,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,020,36,14,22,0,31,*,*,3,0,*,63.64,1.40,32,4,15,14,4,10,36,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,021,61,30,31,4,50,*,*,3,*,*,96.77,2.71,54,7,21,26,7,16,61,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,022,82,38,44,3,61,*,4,9,7,6,86.36,1.54,72,9,30,33,11,27,82,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,023,174,78,96,*,124,5,18,19,11,8,81.25,2.08,139,28,48,70,25,47,168,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0050,025,35,14,21,3,21,*,5,4,3,*,66.67,2.54,30,5,10,8,7,9,35,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,0065,000,5788,2820,2968,217,4094,268,479,578,278,265,95.01,1.99,4793,656,1715,2100,667,1566,5592,1629
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,001,289,138,151,19,195,17,28,30,13,11,91.39,2.06,256,26,90,99,30,84,283,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,002,516,258,258,21,366,21,47,58,32,26,100,2.08,447,65,169,186,69,148,513,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,003,97,46,51,3,76,*,9,9,3,4,90.20,1.49,94,3,28,39,16,31,97,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,004,369,166,203,13,257,17,33,38,17,17,81.77,1.76,284,69,103,146,42,94,354,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,005,32,11,21,*,24,*,4,5,0,*,52.38,2.33,24,*,8,6,5,10,32,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,006,295,149,146,10,225,9,16,28,18,17,102.05,2.07,203,34,89,87,29,90,295,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,007,29,17,12,0,24,0,3,3,*,0,141.67,1.73,29,0,7,16,3,10,29,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,008,447,213,234,15,327,21,33,50,23,27,91.03,2.19,376,62,137,169,52,131,447,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,009,219,106,113,5,151,15,21,26,11,13,93.81,1.96,203,12,69,86,18,60,216,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,010,157,75,82,3,122,10,11,10,6,*,91.46,1.78,138,16,51,59,18,43,154,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,011,323,160,163,17,235,11,18,27,18,18,98.16,1.64,181,101,100,100,34,91,307,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,012,160,80,80,7,115,4,13,14,8,7,100,2.13,139,15,51,59,14,41,154,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,013,379,192,187,6,244,13,28,41,21,19,102.67,1.76,276,45,126,128,22,95,331,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,014,312,150,162,11,209,15,34,36,24,13,92.59,2.08,303,*,78,128,38,93,306,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,015,916,462,454,33,646,50,82,86,31,38,101.76,2.20,832,37,240,356,112,245,880,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,016,388,184,204,15,286,14,33,36,15,16,90.20,1.99,349,29,115,140,62,104,379,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,017,259,125,134,8,175,13,26,30,10,12,93.28,1.96,208,36,73,90,33,55,244,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,0065,019,18,6,12,*,12,3,0,*,*,*,50,1.90,18,0,4,8,*,7,18,*
