ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,POBMAS,POBFEM,P_0A2,P_18YMAS,P_3A5,P_6A11,P_8A14,P_15A17,P_12A14,REL_H_M,PROM_HNV,PNACENT,PNACOE,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,TOTHOG,POBHOG,T_VIVHAB
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1542,051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1542,052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1542,053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1542,054,205,107,98,11,161,6,3,3,*,*,109.18,0.47,109,16,61,90,13,102,184,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1542,055,463,210,253,45,302,29,20,12,6,4,83,0.96,321,55,85,196,29,152,406,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1542,056,360,181,179,20,190,10,9,5,*,0,101.12,0.82,178,40,59,119,13,108,231,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1542,057,303,157,146,17,195,13,18,21,4,8,107.53,0.79,179,34,62,128,17,100,255,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,1557,000,6184,2979,3205,293,4219,335,666,750,300,311,92.95,2,4971,1107,1657,2716,453,1498,6124,1518
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,001,226,118,108,6,165,10,23,31,8,14,109.26,2.02,184,42,73,96,18,45,226,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,002,183,92,91,5,132,8,19,25,8,11,101.10,2.12,162,20,52,94,5,42,183,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,003,125,68,57,3,99,*,12,14,3,7,119.30,1.57,94,31,42,63,4,29,125,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,004,194,88,106,14,128,8,24,21,10,7,83.02,1.76,161,26,46,88,11,40,191,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,005,197,89,108,7,135,11,23,31,7,14,82.41,2.20,157,39,49,92,14,44,197,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,007,142,72,70,5,101,6,17,13,7,6,102.86,2.02,131,11,41,59,14,36,142,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,008,809,386,423,38,546,42,103,112,35,42,91.25,1.95,649,132,204,361,58,196,806,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,009,68,38,30,*,45,*,9,10,5,5,126.67,2.60,55,13,17,31,7,18,68,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,011,123,57,66,10,80,5,16,14,4,5,86.36,2.36,100,20,26,56,7,31,120,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,012,814,390,424,38,529,47,96,107,45,38,91.98,1.95,697,94,200,363,49,202,793,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,013,91,41,50,4,63,4,11,14,3,6,82,2.02,82,9,37,26,9,20,91,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,014,53,21,32,4,34,7,4,3,*,*,65.63,2.35,49,4,6,28,4,12,53,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,016,103,48,55,7,68,8,9,13,4,7,87.27,2.43,85,18,23,50,6,27,103,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,017,179,78,101,11,122,12,14,15,8,6,77.23,1.79,136,37,50,68,18,46,173,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,018,76,40,36,*,59,*,3,7,4,6,111.11,1.97,69,7,29,32,8,19,76,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,019,70,30,40,3,47,3,8,4,5,*,75,1.66,64,3,16,30,7,15,67,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,020,114,53,61,*,88,*,11,10,4,4,86.89,1.61,90,21,32,60,4,28,111,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,022,68,29,39,3,54,0,5,6,*,*,74.36,1.41,54,11,21,31,5,17,65,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,023,77,36,41,3,63,*,7,5,*,*,87.80,2.24,66,9,21,37,7,19,77,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,024,77,43,34,6,57,5,5,4,*,3,126.47,2.65,67,10,15,40,6,15,77,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,025,99,49,50,*,68,5,16,13,4,4,98,2.65,77,22,29,37,10,27,99,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,027,273,134,139,23,165,25,37,34,10,13,96.40,2.07,178,93,58,112,18,65,273,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,028,165,73,92,5,113,9,14,23,11,13,79.35,1.96,117,48,56,62,19,42,165,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,029,131,62,69,7,91,9,12,11,8,4,89.86,2.10,102,29,31,57,14,32,131,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,030,97,48,49,3,74,5,8,8,5,*,97.96,1.93,72,25,24,46,11,27,97,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,031,103,52,51,3,75,7,11,10,5,*,101.96,2.38,84,19,29,40,13,29,103,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,032,180,87,93,11,113,11,24,32,8,13,93.55,2.31,115,64,50,73,11,42,180,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,033,89,38,51,3,55,6,15,17,4,6,74.51,1.94,74,15,27,32,6,17,89,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,035,119,58,61,7,83,7,9,14,6,7,95.08,2.11,96,21,38,50,8,28,119,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,041,247,118,129,15,155,23,25,27,19,10,91.47,1.98,201,42,52,118,14,67,247,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,042,59,31,28,*,41,3,4,7,6,3,110.71,2.21,44,15,16,33,*,10,59,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,043,38,21,17,3,28,*,3,4,*,*,123.53,2.14,31,7,13,14,4,11,38,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,044,151,80,71,12,95,8,15,21,8,10,112.68,1.89,116,32,37,70,5,38,148,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,047,147,72,75,6,98,10,10,17,9,11,96,1.87,127,15,40,63,15,42,144,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,048,167,82,85,6,118,6,16,19,10,8,96.47,2.23,130,34,43,70,23,40,164,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,052,25,9,16,0,14,*,4,5,3,3,56.25,1.83,19,6,9,10,*,5,25,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,053,120,56,64,4,86,6,11,13,6,7,87.50,1.85,95,25,39,53,6,34,120,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,054,61,32,29,3,44,*,*,4,5,4,110.34,2.12,33,25,24,25,4,11,58,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1557,055,124,60,64,5,88,7,12,12,6,3,93.75,1.40,108,13,42,46,9,30,121,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,1561,000,2642,1301,1341,144,1784,130,310,329,143,127,97.02,1.99,2107,495,673,1117,257,683,2642,683
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,001,68,33,35,*,50,0,10,9,3,3,94.29,2.69,48,18,17,29,9,17,68,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,002,68,31,37,5,44,3,9,8,4,3,83.78,2.21,53,14,14,31,6,18,68,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,005,65,32,33,4,43,*,7,8,7,3,96.97,2.19,54,11,19,26,8,18,65,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,006,74,34,40,7,44,3,12,14,*,6,85,1.68,47,27,16,30,6,19,74,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,008,74,42,32,3,50,3,9,8,7,*,131.25,2.36,60,14,21,31,7,18,74,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,009,78,40,38,3,57,4,9,8,*,3,105.26,2.09,59,19,16,39,7,21,78,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,010,141,69,72,9,93,6,21,19,4,8,95.83,1.93,124,17,33,54,18,41,141,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,011,104,52,52,9,68,5,11,14,5,6,100,2.26,83,20,27,45,7,22,104,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,015,76,39,37,5,54,4,7,5,6,0,105.41,1.63,57,19,19,35,6,20,76,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,019,42,21,21,4,25,3,8,6,*,0,100,2.07,37,5,13,11,3,8,42,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,020,50,22,28,*,33,3,5,5,*,*,78.57,1.60,36,6,11,18,6,16,50,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,024,523,261,262,30,353,26,61,63,27,26,99.62,1.88,441,73,131,221,53,133,523,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,025,469,229,240,23,304,21,62,75,29,30,95.42,1.98,387,80,129,200,34,121,469,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,026,119,52,67,3,81,8,12,17,6,9,77.61,1.88,88,24,32,53,10,29,119,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,028,79,37,42,4,55,*,8,12,4,6,88.10,2.27,63,16,25,32,8,19,79,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,031,97,49,48,3,69,8,9,9,4,4,102.08,2.03,76,19,27,35,15,25,97,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,034,102,55,47,3,71,10,11,9,6,*,117.02,1.95,72,30,22,47,9,27,102,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,035,91,41,50,5,62,4,8,9,9,3,82,2.03,76,12,21,46,7,19,91,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,036,59,29,30,4,42,*,5,6,4,*,96.67,2.13,46,12,15,24,9,17,59,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,037,18,8,10,3,14,0,*,0,0,0,80,2,16,*,*,6,6,7,18,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,038,33,19,14,*,24,*,5,*,0,0,135.71,2.45,22,11,6,10,8,10,33,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,039,25,17,8,*,21,0,*,*,*,0,212.50,2,16,8,9,9,3,8,25,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,040,117,52,65,5,77,6,17,16,8,4,80,2,104,11,30,48,11,33,117,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1561,041,70,37,33,6,50,6,*,6,*,6,112.12,1.39,42,27,18,37,*,17,70,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,1580,000,6923,3343,3580,310,4848,301,666,756,326,316,93.38,2,5525,1184,1946,2933,604,1749,6770,1800
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,001,393,181,212,24,288,12,29,34,19,15,85.38,1.93,330,57,120,164,38,95,387,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,003,206,97,109,12,149,10,17,23,7,11,88.99,2.69,167,35,51,97,18,54,206,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,004,89,40,49,3,66,7,8,6,3,*,81.63,2.13,75,14,25,41,5,23,89,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,005,136,68,68,4,89,11,11,13,12,6,100,2.22,100,32,45,52,10,35,133,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,006,751,366,385,30,531,30,84,85,33,28,95.06,2.02,601,135,204,343,45,184,736,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,008,114,56,58,6,80,*,10,13,10,6,96.55,1.86,93,21,38,45,13,27,114,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,012,364,184,180,16,275,11,33,37,10,13,102.22,1.72,304,49,111,153,32,97,358,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,013,237,106,131,6,171,13,24,27,12,11,80.92,1.96,191,46,72,90,32,62,237,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,014,406,188,218,18,281,20,40,46,20,21,86.24,1.95,346,51,127,156,38,95,400,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,016,242,121,121,15,173,6,22,31,11,14,100,2.47,221,20,70,112,16,56,242,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,017,96,45,51,*,62,4,9,7,6,*,88.24,2.22,69,15,23,29,16,17,84,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,018,186,97,89,8,121,12,26,25,9,9,108.99,1.77,159,26,50,70,19,48,186,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,019,87,41,46,6,60,*,9,12,4,6,89.13,0.39,72,14,22,40,8,24,87,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,020,133,64,69,9,87,5,11,14,4,7,92.75,2.37,87,32,32,56,10,30,124,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,021,76,39,37,4,54,*,7,6,5,*,105.41,2.10,49,23,23,30,8,19,73,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,026,78,36,42,*,63,*,4,6,3,4,85.71,1.45,65,13,27,40,3,23,78,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,027,140,66,74,5,105,4,11,14,4,8,89.19,2.14,106,29,46,54,17,45,137,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,028,326,152,174,21,219,24,32,39,15,15,87.36,1.98,288,38,75,154,20,82,326,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,031,94,45,49,*,68,4,11,12,4,5,91.84,1.81,79,14,32,37,8,24,94,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,032,222,113,109,14,144,3,21,21,11,8,103.67,1.81,152,49,60,76,26,62,201,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,033,194,87,107,7,145,7,13,18,10,9,81.31,1.96,156,34,56,93,15,47,191,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,035,101,45,56,*,69,5,13,12,8,5,80.36,1.78,82,17,29,42,11,29,101,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,039,122,52,70,3,84,6,15,19,3,8,74.29,2.09,90,27,31,52,12,38,119,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,040,162,76,86,6,106,7,25,22,11,7,88.37,1.89,123,28,36,77,10,40,162,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,041,183,97,86,10,118,15,26,21,7,7,112.79,2.83,141,41,31,91,10,43,183,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,049,259,131,128,10,182,9,26,30,10,13,102.34,2.34,189,61,76,98,31,63,250,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,054,124,59,65,5,73,12,12,12,10,6,90.77,1.93,82,36,30,53,6,28,118,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,058,78,38,40,4,47,4,8,11,5,4,95,2.04,56,16,21,32,3,18,72,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,059,238,115,123,9,169,9,23,31,7,15,93.50,1.92,192,26,74,97,20,59,232,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,060,257,127,130,9,192,6,22,29,13,15,97.69,2.04,187,67,83,109,28,66,257,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,061,156,72,84,6,115,8,13,17,7,7,85.71,1.86,134,21,38,72,19,41,156,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,062,92,43,49,3,66,6,8,9,6,3,87.76,1.78,68,23,30,37,8,24,92,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,063,16,8,8,0,14,0,*,*,0,*,100,2.29,14,*,7,6,*,4,16,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,064,130,67,63,13,86,8,13,17,3,7,106.35,2.08,107,23,23,62,11,35,130,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,065,19,9,10,*,12,*,3,3,*,0,90,3.33,18,*,*,11,*,6,19,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,066,99,50,49,*,78,5,6,6,5,3,102.04,2.02,86,13,38,41,7,24,99,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,067,42,17,25,*,29,*,3,4,6,*,68,1.41,38,4,15,20,*,11,42,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,068,80,43,37,5,63,*,6,3,3,*,116.22,1.78,66,14,23,37,7,30,80,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,070,61,31,30,4,42,*,7,9,4,3,103.33,1.64,59,*,20,26,3,13,61,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,071,35,17,18,*,24,*,*,6,*,5,94.44,2.35,29,6,14,12,5,11,35,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,072,27,14,13,0,21,*,*,4,0,*,107.69,2.10,24,3,6,14,3,7,27,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,073,14,6,8,0,12,0,0,*,*,*,75,3.57,10,4,5,4,5,4,14,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,074,43,22,21,*,4,*,0,0,*,0,104.76,1.67,6,*,*,4,0,*,7,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1580,075,15,12,3,*,11,*,0,0,*,0,400,2,14,*,5,4,3,4,15,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,1595,000,5743,2817,2926,269,3869,340,642,698,338,280,96.27,2.10,4881,840,1615,2402,449,1327,5743,1327
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,004,191,98,93,3,124,17,25,25,15,7,105.38,2.39,157,34,48,78,12,40,191,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,005,148,83,65,8,94,8,20,17,12,6,127.69,2.02,139,9,34,64,10,37,148,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,006,160,76,84,6,104,6,22,27,11,11,90.48,2.25,133,27,41,62,23,40,160,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,007,77,41,36,3,61,3,3,5,4,3,113.89,1.94,66,11,29,33,6,20,77,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,008,103,50,53,5,73,5,12,12,4,4,94.34,2.05,90,13,21,53,5,22,103,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,009,94,43,51,3,65,*,17,19,*,5,84.31,2.29,82,10,18,49,3,20,94,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,010,108,51,57,4,69,10,18,14,5,*,89.47,2.28,93,10,15,49,11,30,108,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,011,87,44,43,7,60,7,4,9,3,6,102.33,1.92,71,16,26,40,3,21,87,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,012,125,53,72,11,76,13,14,14,6,5,73.61,2.04,118,6,17,54,15,36,125,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,013,130,67,63,6,89,10,9,16,8,8,106.35,2.18,108,21,38,55,12,17,130,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,015,15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,017,114,54,60,3,80,3,13,16,8,7,90,1.72,97,16,35,49,11,33,114,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,019,125,69,56,6,82,9,13,15,8,7,123.21,1.82,112,13,37,43,17,33,125,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,022,117,56,61,5,77,6,14,15,8,7,91.80,2.30,108,9,37,41,14,25,117,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,024,17,8,9,0,12,*,*,*,*,*,88.89,1.50,17,0,6,8,*,5,17,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,078,1830,904,926,85,1253,110,194,194,113,75,97.62,2.15,1570,256,530,778,129,422,1830,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,080,106,54,52,4,80,3,12,9,4,3,103.85,2.26,103,3,32,44,11,29,106,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,081,151,71,80,11,86,14,18,23,9,13,88.75,2.43,138,13,46,49,13,27,151,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,082,187,91,96,8,121,10,24,29,13,11,94.79,2.37,164,22,58,64,23,36,187,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,083,47,23,24,3,37,3,*,*,*,*,95.83,1.67,43,4,11,28,*,10,47,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,084,129,59,70,9,79,12,17,14,6,6,84.29,1.76,118,11,34,50,7,24,129,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,086,78,31,47,7,54,*,5,8,5,4,65.96,1.87,57,21,27,30,6,18,78,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,087,127,61,66,8,80,10,17,14,7,5,92.42,2.27,104,22,33,45,14,26,127,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,088,94,48,46,4,69,4,9,12,4,4,104.35,1.95,77,15,33,40,4,19,94,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,089,126,54,72,7,82,11,13,18,5,8,75,2.16,102,22,30,54,11,26,126,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,090,99,46,53,3,70,3,12,15,*,9,86.79,1.83,84,15,34,40,7,20,99,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,091,200,92,108,10,141,7,16,23,15,11,85.19,1.69,160,40,61,90,16,57,200,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,092,192,97,95,8,120,10,25,36,12,17,102.11,2.30,155,37,51,78,20,51,192,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,093,206,96,110,5,141,10,24,27,14,11,87.27,2.06,152,52,72,83,11,49,206,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,094,228,115,113,7,165,12,26,22,11,7,101.77,1.99,186,42,72,95,15,55,228,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,095,191,109,82,12,120,10,30,28,11,8,132.93,2.16,156,35,48,81,10,43,191,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1595,096,141,67,74,8,93,10,14,15,11,5,90.54,1.93,119,22,32,71,6,34,141,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,1627,000,5687,2796,2891,279,3892,280,597,723,296,305,96.71,1.95,4543,1073,1556,2495,420,1449,5651,1461
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,001,192,98,94,12,137,12,19,14,10,*,104.26,1.70,153,37,40,88,21,48,192,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,003,137,68,69,7,98,5,20,17,3,4,98.55,1.88,114,20,32,61,11,39,137,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,004,166,88,78,3,121,8,22,24,4,8,112.82,2.32,130,36,43,84,6,39,166,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,005,150,69,81,4,110,6,17,14,5,5,85.19,1.84,121,26,40,72,7,35,147,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,008,200,100,100,8,128,15,16,21,8,10,100,1.87,142,43,42,92,11,47,185,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,009,153,75,78,4,113,6,11,18,11,8,96.15,2.15,128,25,48,71,13,43,153,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,012,396,197,199,16,267,19,46,58,23,21,98.99,2.02,316,73,117,155,38,94,393,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,013,319,149,170,13,211,12,44,53,18,21,87.65,1.99,216,99,79,144,27,82,319,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,014,54,26,28,3,41,3,3,4,*,*,92.86,1.83,45,8,14,27,4,15,54,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,015,83,48,35,7,45,5,9,15,9,8,137.14,2.33,39,44,25,28,9,22,83,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,016,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,017,130,59,71,9,73,6,25,25,10,7,83.10,2.65,105,24,26,54,10,33,130,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,1627,020,79,41,38,3,53,4,7,11,5,7,107.89,2,55,24,27,36,*,21,79,*
